Box,DogName,FormNumber,Trainer,SexAge,Weight,Draw,CareerWins,CareerPlaces,CareerStarts,PrizeMoney,RTC,DLR,DLW,RaceNumber,RaceDate,RaceTime,Track,Distance,BestTimeSec,Last3TimesSec,SectionalSec,Margins,BoxBiasFactor,TrackConditionAdj,Speed_kmh,EarlySpeedIndex,FinishConsistency,MarginAvg,FormMomentum,ConsistencyIndex,RecentFormBoost,DistanceSuit,TrainerStrikeRate,RestFactor,OverexposedPenalty,FinalScore
1,Life's A Journey,22313,Robin Harnas,2d,0.0,1,6,11,29,10935.0,7,4,10,1,2025-10-16,06:37PM,Angle Park,530,30.92,"[30.92, 31.21, 30.93]",3.15,"[5.0, 6.3, 10.3]",0.1,1.0,61.707632600258734,168.25396825396825,0.13441230102437307,7.2,2.6500000000000004,0.20689655172413793,1.0,0.7,0.15,0.8,0.0,44.25275908127973
5,Dakota Rylen,46362,Kerry Stagg,3d,0.0,5,14,15,51,61045.0,52,3,41,1,2025-10-16,06:37PM,Angle Park,530,30.5,"[31.12, 30.5, 30.92]",,"[5.0, 6.3, 10.3]",0.1,1.0,62.55737704918033,,0.2583709650010152,7.2,2.6500000000000004,0.27450980392156865,1.0,0.7,0.15,0.8,0.0,15.766345614661468
2,Ritza Wotton,21354,Tim Richards,3d,0.0,2,9,7,28,26910.0,10,6,25,1,2025-10-16,06:37PM,Angle Park,530,30.19,"[30.92, 31.47, 30.19]",,"[5.0, 6.3, 10.3]",0.1,1.0,63.19973501159324,,0.5242772803266089,7.2,2.6500000000000004,0.32142857142857145,0.5,0.7,0.15,0.8,0.0,12.435173694057365
7,Rupee Mc Graw,41214,Damien Smith,3d,0.0,7,10,15,37,25165.0,18,6,11,1,2025-10-16,06:37PM,Angle Park,530,30.74,[30.74],,"[5.0, 6.3, 10.3]",0.1,1.0,62.06896551724139,,0.0,7.2,2.6500000000000004,0.2702702702702703,0.5,0.7,0.15,0.8,0.0,12.028398881640266
8,National Grid,22623,Tony Hinrichsen,3d,0.0,8,9,27,59,25895.0,39,7,101,1,2025-10-16,06:37PM,Angle Park,530,31.12,[31.12],,"[5.0, 6.3, 10.3]",0.1,1.0,61.31105398457584,,0.0,7.2,2.6500000000000004,0.15254237288135594,0.5,0.7,0.15,0.8,0.0,11.96416657226265
4,Binnaway Warrior,12413,Nicole Price,2d,0.0,4,9,17,32,19450.0,33,6,13,1,2025-10-16,06:37PM,Angle Park,530,30.01,"[30.83, 30.01, 30.19]",,"[5.0, 6.3, 10.3]",0.1,1.0,63.57880706431189,,0.35188381921057577,7.2,2.6500000000000004,0.28125,0.5,0.7,0.15,0.8,0.0,11.720759441567845
1,Big Stretch,,Michael Giniotis,1d,0.0,1,0,0,0,0.0,FU,0,Mdn,2,2025-10-16,06:58PM,Angle Park,530,,,,"[5.0, 6.3, 10.3]",0.1,1.0,,,,7.2,2.6500000000000004,0.0,0.5,0.7,0.15,0.8,0.0,
2,Discouraged,26281,Judith Hurley,2d,0.0,2,1,5,11,1885.0,9,3,3,2,2025-10-16,06:58PM,Angle Park,530,,,,"[5.0, 6.3, 10.3]",0.1,1.0,,,,7.2,2.6500000000000004,0.09090909090909091,1.0,0.7,0.15,0.8,0.0,
4,Happy Hunter,,Zbigniew Wudarczyk,1b,0.0,4,0,0,0,0.0,FU,0,Mdn,2,2025-10-16,06:58PM,Angle Park,530,,,,"[5.0, 6.3, 10.3]",0.1,1.0,,,,7.2,2.6500000000000004,0.0,0.5,0.7,0.15,0.8,0.0,
5,Gebrselassie,3322,Brenda Oakey,2d,0.0,5,0,4,4,1980.0,5,28,Mdn,2,2025-10-16,06:58PM,Angle Park,530,,,,"[5.0, 6.3, 10.3]",0.1,1.0,,,,7.2,2.6500000000000004,0.0,0.0,0.7,0.15,0.8,0.0,
7,Hijinkery,,Michael Giniotis,1b,0.0,7,0,0,0,0.0,FU,0,Mdn,2,2025-10-16,06:58PM,Angle Park,530,,,,"[5.0, 6.3, 10.3]",0.1,1.0,,,,7.2,2.6500000000000004,0.0,0.5,0.7,0.15,0.8,0.0,
8,Wilma's Our Girl,,Zbigniew Wudarczyk,1b,0.0,8,0,0,0,0.0,FU,0,Mdn,2,2025-10-16,06:58PM,Angle Park,530,,,,"[5.0, 6.3, 10.3]",0.1,1.0,,,,7.2,2.6500000000000004,0.0,0.5,0.7,0.15,0.8,0.0,
9,Protege,,Michael Giniotis,1d,0.0,9,0,0,0,0.0,FU,0,Mdn,2,2025-10-16,06:58PM,Angle Park,530,,,,"[5.0, 6.3, 10.3]",0.1,1.0,,,,7.2,2.6500000000000004,0.0,0.5,0.7,0.15,0.8,0.0,
5,Iron Atlas,13226,Kim Johnstone,4d,0.0,5,17,27,64,78085.0,15,6,45,3,2025-10-16,07:19PM,Angle Park,530,30.68,"[30.89, 31.02, 30.83]",,"[5.0, 6.3, 10.3]",0.1,1.0,62.190352020860495,,0.07930251502246914,7.2,2.6500000000000004,0.265625,0.5,0.7,0.15,0.8,0.0,17.34560805463132
1,Fantastic Spike,11164,Liz Chegia,4d,0.0,1,32,28,75,124280.0,76,6,20,4,2025-10-16,07:40PM,Angle Park,530,30.67,"[30.67, 30.78]",,"[5.0, 6.3, 10.3]",0.1,1.0,62.21062927942615,,0.054999999999999716,7.2,2.6500000000000004,0.4266666666666667,0.5,0.7,0.15,0.8,0.0,21.99792772524726
3,Mallee Beauty,51111,Cameron Butcher,3b,0.0,3,26,3,35,93275.0,20,6,6,4,2025-10-16,07:40PM,Angle Park,530,29.39,"[30.05, 29.39, 30.67]",,"[5.0, 6.3, 10.3]",0.1,1.0,64.92004083021435,,0.5226428566005241,7.2,2.6500000000000004,0.7428571428571429,0.5,0.7,0.15,0.8,0.0,19.413841838763638
7,Wreaking Havoc,35631,Colin Swain,4d,0.0,7,14,18,62,34610.0,54,4,4,4,2025-10-16,07:40PM,Angle Park,530,30.74,"[31.08, 30.87, 30.74]",,"[5.0, 6.3, 10.3]",0.1,1.0,62.06896551724139,,0.14007934259633772,7.2,2.6500000000000004,0.22580645161290322,1.0,0.7,0.15,0.8,0.0,13.028014052168425
8,Capture My Soul,63322,Brenda Oakey,3b,0.0,8,6,29,67,21740.0,52,6,91,5,2025-10-16,07:58PM,Angle Park,530,30.9,"[31.18, 30.92, 30.9]",5.3,"[5.0, 6.3, 10.3]",0.1,1.0,61.747572815533985,100.0,0.12754084313139316,7.2,2.6500000000000004,0.08955223880597014,0.5,0.7,0.15,0.8,0.0,31.614300454404432
2,Red Emperor,72214,Nicole Price,3d,0.0,2,5,8,30,11692.0,31,6,17,5,2025-10-16,07:58PM,Angle Park,530,30.56,"[31.18, 30.9, 30.56]",5.3,"[5.0, 6.3, 10.3]",0.1,1.0,62.43455497382199,100.0,0.253508711224421,7.2,2.6500000000000004,0.16666666666666666,0.5,0.7,0.15,0.8,0.0,30.740567450529078
5,Booterstown,12133,Raymond Fewings,2d,0.0,5,7,11,21,9955.0,12,7,20,5,2025-10-16,07:58PM,Angle Park,530,30.8,"[31.02, 30.8, 30.88]",5.29,"[5.0, 6.3, 10.3]",0.1,1.0,61.94805194805194,100.1890359168242,0.09092121131323867,7.2,2.6500000000000004,0.3333333333333333,0.5,0.7,0.15,0.8,0.0,30.548773763370622
1,Disco Zorro,23453,Richard Pearce,3d,0.0,1,6,8,24,6430.0,22,8,60,5,2025-10-16,07:58PM,Angle Park,530,30.75,"[31.16, 30.75, 31.21]",,"[5.0, 6.3, 10.3]",0.1,1.0,62.048780487804876,,0.20607442021431668,7.2,2.6500000000000004,0.25,0.5,0.7,0.15,0.8,0.0,10.168424515192166
4,Trophy Darts,41117,Paul Fagan,2d,0.0,4,5,4,20,5445.0,21,6,16,5,2025-10-16,07:58PM,Angle Park,530,30.56,"[31.18, 30.56]",,"[5.0, 6.3, 10.3]",0.1,1.0,62.43455497382199,,0.3100000000000005,7.2,2.6500000000000004,0.25,0.5,0.7,0.15,0.8,0.0,10.138183246073302
3,Disco Homer,64142,Vadim Roz,3d,0.0,3,4,2,12,2880.0,6,23,100,5,2025-10-16,07:58PM,Angle Park,530,,,,"[5.0, 6.3, 10.3]",0.1,1.0,,,,7.2,2.6500000000000004,0.3333333333333333,0.0,0.7,0.15,0.8,0.0,
6,Optimistic Reign,12612,Robyn MacKellar,2b,0.0,6,3,12,25,11155.0,26,4,8,5,2025-10-16,07:58PM,Angle Park,530,,,,"[5.0, 6.3, 10.3]",0.1,1.0,,,,7.2,2.6500000000000004,0.12,1.0,0.7,0.15,0.8,0.0,
7,He's A Mensch,23146,Kim Johnstone,2d,0.0,7,1,8,22,4530.0,23,4,21,5,2025-10-16,07:58PM,Angle Park,530,,,,"[5.0, 6.3, 10.3]",0.1,1.0,,,,7.2,2.6500000000000004,0.045454545454545456,1.0,0.7,0.15,0.8,0.0,
1,Ultimate,43332,Marcello Calicchio,4d,0.0,1,1,21,40,7760.0,18,9,590,6,2025-10-16,08:19PM,Angle Park,530,31.18,[31.18],,"[5.0, 6.3, 10.3]",0.1,1.0,61.19307248236049,,0.0,7.2,2.6500000000000004,0.025,0.5,0.7,0.15,0.8,0.0,10.107460872354077
3,Victa Graham,24134,Ron Schadow,1d,0.0,3,1,3,6,3815.0,7,7,35,6,2025-10-16,08:19PM,Angle Park,530,30.79,"[30.88, 30.79, 31.1]",,"[5.0, 6.3, 10.3]",0.1,1.0,61.96817148424813,,0.13021349989749845,7.2,2.6500000000000004,0.16666666666666666,0.5,0.7,0.15,0.8,0.0,9.870580405960306
4,Victa Spencer,46116,Ron Schadow,1d,0.0,4,2,0,5,1945.0,6,7,11,6,2025-10-16,08:19PM,Angle Park,530,30.79,"[30.8, 30.79, 31.01]",,"[5.0, 6.3, 10.3]",0.1,1.0,61.96817148424813,,0.10143416036468705,7.2,2.6500000000000004,0.4,0.5,0.7,0.15,0.8,0.0,9.72736913867369
7,Nardo,21544,Al Francis,2d,0.0,7,1,1,5,2225.0,6,17,56,6,2025-10-16,08:19PM,Angle Park,530,30.82,"[31.75, 31.03, 30.82]",,"[5.0, 6.3, 10.3]",0.1,1.0,61.90785204412719,,0.39824615503479727,7.2,2.6500000000000004,0.2,0.0,0.7,0.15,0.8,0.0,9.68600242212256
2,Nod Feeny,43445,Paul Fagan,2b,0.0,2,2,2,8,1580.0,9,6,52,6,2025-10-16,08:19PM,Angle Park,530,,,,"[5.0, 6.3, 10.3]",0.1,1.0,,,,7.2,2.6500000000000004,0.25,0.5,0.7,0.15,0.8,0.0,
5,xRocklands Gator,5472,Darrell Johnstone,2d,0.0,5,1,4,18,2470.0,FU,80,178,6,2025-10-16,08:19PM,Angle Park,530,,,,"[5.0, 6.3, 10.3]",0.1,1.0,,,,7.2,2.6500000000000004,0.05555555555555555,0.0,0.7,0.15,0.8,0.0,
6,Hot Ruby,112,Robin Harnas,2b,0.0,6,2,1,3,2015.0,4,7,16,6,2025-10-16,08:19PM,Angle Park,530,,,,"[5.0, 6.3, 10.3]",0.1,1.0,,,,7.2,2.6500000000000004,0.6666666666666666,0.5,0.7,0.15,0.8,0.0,
8,Oregon Janet,44243,Kim Johnstone,3b,0.0,8,1,26,57,22990.0,58,6,288,6,2025-10-16,08:19PM,Angle Park,530,,,,"[5.0, 6.3, 10.3]",0.1,1.0,,,,7.2,2.6500000000000004,0.017543859649122806,0.5,0.7,0.15,0.8,0.0,
6,Smooth Dynamite,51247,Brenda Oakey,2d,0.0,6,5,6,31,16295.0,32,34,52,7,2025-10-16,08:40PM,Angle Park,595,34.31,"[34.57, 34.74, 34.31]",9.02,"[5.0, 6.3, 10.3]",0.1,1.0,62.43077819877587,65.96452328159646,0.1768238294649977,7.2,2.6500000000000004,0.16129032258064516,0.0,1.0,0.15,0.8,0.0,24.3494618335983
8,Scary Eyes,44353,Cameron Forshaw,3d,0.0,8,10,24,54,39830.0,55,6,126,7,2025-10-16,08:40PM,Angle Park,595,34.44,"[34.44, 34.54]",,"[5.0, 6.3, 10.3]",0.1,1.0,62.19512195121952,,0.05000000000000071,7.2,2.6500000000000004,0.18518518518518517,0.5,1.0,0.15,0.8,0.0,13.516805329719968
1,Moscow Chick,43165,Ross Smith,2b,0.0,1,16,15,49,33870.0,50,6,20,7,2025-10-16,08:40PM,Angle Park,595,34.2,[34.2],,"[5.0, 6.3, 10.3]",0.1,1.0,62.63157894736841,,0.0,7.2,2.6500000000000004,0.32653061224489793,0.5,1.0,0.15,0.8,0.0,13.009542964554246
3,Fencer Max,56421,Tamica Dunn,2d,0.0,3,6,5,18,12770.0,9,6,6,7,2025-10-16,08:40PM,Angle Park,595,34.61,"[34.61, 34.74]",,"[5.0, 6.3, 10.3]",0.1,1.0,61.889627275353945,,0.06500000000000128,7.2,2.6500000000000004,0.3333333333333333,0.5,1.0,0.15,0.8,0.0,10.796110757969762
2,Apilla,11273,Cameron Butcher,3b,0.0,2,15,16,40,157140.0,41,6,80,7,2025-10-16,08:40PM,Angle Park,595,,,,"[5.0, 6.3, 10.3]",0.1,1.0,,,,7.2,2.6500000000000004,0.375,0.5,1.0,0.15,0.8,0.0,
4,Our Little Force,35677,Cameron Forshaw,2d,0.0,4,2,19,47,9055.0,48,6,254,7,2025-10-16,08:40PM,Angle Park,595,,,,"[5.0, 6.3, 10.3]",0.1,1.0,,,,7.2,2.6500000000000004,0.0425531914893617,0.5,1.0,0.15,0.8,0.0,
7,Buffy's No Angel,33516,Jason Dolan,2b,0.0,7,5,12,33,8695.0,34,6,14,7,2025-10-16,08:40PM,Angle Park,595,,,,"[5.0, 6.3, 10.3]",0.1,1.0,,,,7.2,2.6500000000000004,0.15151515151515152,0.5,1.0,0.15,0.8,0.0,
2,Zipping Elly May,32584,Abbey Fagan,3b,0.0,2,5,17,56,15840.0,39,6,46,8,2025-10-16,09:04PM,Angle Park,530,30.38,"[30.92, 30.38, 31.35]",5.21,"[5.0, 6.3, 10.3]",0.1,1.0,62.804476629361425,101.7274472168906,0.396848697728605,7.2,2.6500000000000004,0.08928571428571429,0.5,0.7,0.15,0.8,0.0,31.555202950412337
6,Linkin Girl,31341,Cameron Forshaw,4b,0.0,6,15,19,61,65485.0,37,6,6,8,2025-10-16,09:04PM,Angle Park,530,30.89,"[30.92, 30.89]",,"[5.0, 6.3, 10.3]",0.1,1.0,61.76756231790223,,0.015000000000000568,7.2,2.6500000000000004,0.2459016393442623,0.5,0.7,0.15,0.8,0.0,16.011814675554188
3,Parrakie,45547,Cameron Butcher,3b,0.0,3,9,27,62,23545.0,63,6,42,8,2025-10-16,09:04PM,Angle Park,530,29.86,"[31.12, 30.32, 30.6]",,"[5.0, 6.3, 10.3]",0.1,1.0,63.89819156061621,,0.33146141052416167,7.2,2.6500000000000004,0.14516129032258066,0.5,0.7,0.15,0.8,0.0,12.148907133209367
7,Eldritch,55347,Kirin Corby,3b,0.0,7,8,10,38,20080.0,13,10,91,8,2025-10-16,09:04PM,Angle Park,530,30.05,"[30.38, 30.05, 30.72]",,"[5.0, 6.3, 10.3]",0.1,1.0,63.49417637271214,,0.27353650985238115,7.2,2.6500000000000004,0.21052631578947367,0.5,0.7,0.15,0.8,0.0,11.749085370049956
8,Hey You Guys,34453,Lauren Harris,2b,0.0,8,7,13,28,15200.0,29,11,108,8,2025-10-16,09:04PM,Angle Park,530,29.91,"[29.91, 30.33, 30.69]",,"[5.0, 6.3, 10.3]",0.1,1.0,63.7913741223671,,0.3187475490101849,7.2,2.6500000000000004,0.25,0.0,0.7,0.15,0.8,0.0,11.268080873256086
